Month,Day,Hour,Solar_Radiation,Cloud_Cover,Ozone_Level,Altitude,UV_Index,UV_Risk_Level
11,13,12,678.0929733147046,0.7542482596820808,337.60911141482575,2.231715561906456,1.1469279277133306,Low
11,12,16,158.3682350346715,0.39319520102792227,224.0775157578178,2.7576240931611755,0.45786127729854087,Low
10,5,7,621.9854086853181,0.5906378339946378,387.7059566946261,1.2713103597927702,1.8544431754193778,Low
12,6,20,605.3361291635713,0.6610142542473203,236.23665581001654,1.0263978003356848,0.8908564406263195,Low
12,26,17,604.5940849745539,0.07845581631712395,324.5506806479682,2.8846521964126985,3.8831487762752097,Moderate
3,22,17,643.1388999368094,0.5444969591038651,244.53521582461698,1.3345572984826224,1.353289718220207,Low
12,4,13,708.821143503726,0.7093208284726096,261.4432834042542,1.4671452013478496,1.0295136943296779,Low
7,19,14,824.4900997126928,0.16732130400106038,309.2917083456249,1.054949617025716,3.9123409298505054,Moderate
4,20,5,342.8386481153929,0.7806317174255571,283.4386837129153,2.728645419036415,0.4522240652403965,Low
9,1,10,842.5444691620559,0.5837727805141116,232.04512019530125,1.7068664498455521,1.5877611210326672,Low
3,20,12,548.4301140371083,0.9522217856975946,234.18728048416966,2.286523761544934,0.125658619911117,Low
5,17,0,169.35245122089805,0.042422298206891695,283.62895763255995,2.4354201550526593,0.953290562139243,Low
3,12,5,152.69583631958128,0.26532613755546697,351.45659565510016,1.0255471257517745,0.7245066592361626,Low
7,15,8,400.8144868264547,0.6015538792998241,379.59292936955774,1.3010829939611401,1.1418260348418905,Low
5,1,7,806.4072794003208,0.2965599122059307,216.82553245187657,2.545415323218794,2.571732353137901,Low
9,26,10,736.9128412668242,0.7144241640712422,278.6207815118802,1.0897660550274306,1.0837328090540628,Low
7,14,21,809.7534682051657,0.759005282521931,220.04911274457532,2.381805400355554,0.8861611073375757,Low
2,6,18,565.5421507974484,0.10251596406647445,203.31849612651956,2.8229769677233114,2.2054956826747776,Low
4,5,23,496.1790981599415,0.5138544642067677,332.3437365287913,1.869631119204021,1.5859089048407335,Low
9,11,8,232.70727403565556,0.5088905555910559,320.48988839331753,2.2248818623556668,0.7462700238602198,Low
12,4,16,395.3734782483804,0.36928077021554107,232.60382276297725,2.4152919361234044,1.200234591611487,Low
2,13,11,490.61742955648776,0.9329248625696721,246.76256661861282,2.5351189466899275,0.16965279997655122,Low
10,11,13,179.7403867116555,0.8275063198732212,204.7415507289037,1.185160013570388,0.11833570405988732,Low
9,3,14,298.55075744009014,0.6972093819096368,366.98944113888075,0.15379037752799452,0.5614241676952779,Low
10,1,15,638.402764657365,0.7143266357349976,394.9381192097103,1.2056288137102187,1.3451742462963565,Low
5,6,21,762.0968028152708,0.4617161438131191,227.09190735893816,2.0212686893522696,1.8664751255873142,Low
2,18,21,998.5127602536546,0.9209945210965759,246.29504275305962,1.3510511573423782,0.36757954049252384,Low
4,24,19,939.8019982092019,0.6945954272532854,373.6819047893868,2.2468894525811955,2.189215502051448,Low
12,10,0,678.3086795816724,0.7289810616558164,385.292759591237,1.0709472884059916,1.3069271932818094,Low
12,5,9,479.1232479646648,0.8616909037873453,283.9254765613621,1.9042324233120886,0.3732952796165119,Low
7,23,7,672.5596282374095,0.274071589342191,210.12449445381483,0.5592594145619237,1.80544174038741,Low
12,10,17,807.0864562722088,0.807070903866703,207.87836673856387,2.248108309934871,0.6607616863784073,Low
8,12,0,206.50257183104858,0.19524060295649204,314.7899732138021,1.6370879064390775,1.0146248076313904,Low
3,2,1,468.91440072665944,0.34534195224488784,278.5790217786358,0.6121931656398018,1.5125522525350186,Low
1,13,0,855.8220570720555,0.3356104542698427,205.73048551553092,0.8757335204934218,2.1203727975382907,Low
4,8,0,445.4496567397396,0.9785254683891406,316.6504784625114,2.2458261257454972,0.061821468296752516,Low
2,2,8,614.6850441044679,0.8565372237479268,202.2605073178045,1.447803706984562,0.3403093592150796,Low
8,20,12,628.9924247759784,0.7011698615902597,357.4743916298546,0.6480943211792166,1.1924368424752712,Low
4,1,0,266.02862782027546,0.7270567616153901,261.2865645406743,2.901813571110893,0.4079597385794834,Low
2,5,12,426.01189748705957,0.5620727944025711,208.05160060184642,2.1453750594506635,0.7856957349949589,Low
6,9,19,401.06015986773895,0.9470906671085191,317.6704441966307,2.8714044976193884,0.1446083287436565,Low
6,17,21,123.57703767885832,0.49625875288236154,279.53688288661095,1.2813151360810298,0.32718462872783793,Low
10,9,6,121.77258750221972,0.3805177098698945,394.7600826714299,1.4253010220751614,0.5670587570502773,Low
4,11,1,848.5273393081961,0.163035336931591,308.8397325007404,2.6938656485550574,4.640329037792863,Moderate
6,15,5,345.7637289755312,0.786205652261058,255.04783620740164,1.575148020736154,0.3637245363457902,Low
2,24,6,566.2708896149338,0.7344439320755914,341.8877729267949,2.1218367357170016,1.0386786743891208,Low
10,6,13,368.85301622989573,0.3843550385241349,254.29840050854227,0.7565186324865899,1.0352560583378532,Low
12,23,17,946.6113206038065,0.02519341395922936,380.84865828151305,1.3401794061079215,6.6421893740473585,High
2,3,14,333.36708297919637,0.8389973277180107,274.94439410147527,0.3703495974310653,0.25506027016279953,Low
10,17,1,486.69113146504156,0.011417983454073632,309.97371255524104,0.617940107630885,2.6392469249837696,Low
4,5,9,885.4572254361417,0.703699779629051,210.11462076484577,0.002830245802893261,0.9190253323882336,Low
8,28,22,857.7402101126278,0.970257109726057,285.22424759044617,0.1177951549459807,0.12270436549033656,Low
7,12,11,267.4912760616496,0.43766132814820347,366.472707932199,2.931851469530788,1.1881155175486962,Low
12,18,16,822.3789788161394,0.23497340499595276,361.1297610726684,0.7270610854102869,4.062013079818848,Moderate
9,14,7,512.3681980641034,0.7048710100433817,244.86371177070527,1.989932128512006,0.7399185922834733,Low
8,21,10,534.6719848768197,0.8171281420155851,245.21581420211254,2.5172990963988346,0.5001982413943231,Low
5,24,2,220.1319751743494,0.5464303160778473,363.46106244264735,1.6519813777096928,0.7047475467153412,Low
2,11,5,172.54136238141217,0.9670352752561462,386.0796840338651,0.4594335002518686,0.03828040628390695,Low
5,9,8,755.1453762763887,0.0516687216579611,219.0721842546007,2.184349312008499,3.185876759089875,Moderate
8,2,5,546.8150371197698,0.5047955983045281,290.011727885245,1.8007542302987491,1.5445395066292524,Low
10,12,8,493.1656323536616,0.7184539473225501,267.49085579284576,2.1937517680421252,0.7548093761879979,Low
9,3,6,756.5574057871571,0.862640471149179,374.1376910914879,2.3092398685712614,0.7976495518786495,Low
12,3,8,788.9616090919988,0.17925561190779005,216.70498293600374,2.9262311030542354,3.0231058683602106,Moderate
12,1,17,243.0173509024182,0.8000034817636814,242.22518851160748,1.72068984008013,0.22997516712547586,Low
12,8,11,649.2026345298772,0.5527070757185453,350.49366751729883,1.0249233380718055,1.8701515667335566,Low
9,22,7,221.81867404991698,0.3965536819899632,210.25876979624312,1.9453936707007111,0.5603251063247467,Low
1,28,7,776.2375774261411,0.13171502857909356,298.50707614285784,0.2053221277278784,3.422055469988349,Moderate
9,8,17,691.2596406404256,0.8652957589089124,288.421406935944,2.692191954964759,0.5681138055277042,Low
7,11,19,960.9531589751122,0.15727320817971535,266.8802357977497,0.35814303401459036,3.731093101387927,Moderate
9,9,14,162.06221472077905,0.30978785920909924,278.91446306378475,0.9835285136574548,0.5711182397471495,Low
8,5,6,151.3492490361289,0.2900455319624369,305.9881173860466,2.4472361418783626,0.6820826571712485,Low
1,14,10,353.96836722388014,0.8714140341908543,232.27347167767664,1.7919371349921356,0.20777416217915887,Low
12,28,19,335.53511536231537,0.672702994208898,314.39917565671857,1.1809065608323261,0.6434090666714319,Low
8,3,15,322.2809191647998,0.7966813971913723,361.08646585999725,1.4203069781250641,0.45034925471699594,Low
8,21,3,915.629122468933,0.250467898792499,352.03218595803185,2.563642179606541,5.0589049073962595,Moderate
11,5,5,324.59157986455546,0.6248740996069989,230.77998093875473,1.0200131581796765,0.5161112151215721,Low
3,5,21,344.7547535157679,0.5717459831437487,229.84989394829478,2.608949054436514,0.7131545468416909,Low
1,19,2,783.4584361761673,0.8328303767882711,253.63487354898268,0.2644032929300745,0.5682831100297472,Low
8,27,8,504.765858205486,0.9060870604812605,272.21494526820743,2.3303953116258924,0.26518754429959146,Low
3,14,9,799.0395012596631,0.012156771477386807,281.6911162816965,2.542642899164209,4.648011938665463,Moderate
3,26,13,158.82954180794673,0.6740199190587927,335.939443366669,0.5454529585120163,0.30570133331708593,Low
1,4,10,538.8140743060459,0.05183579911972902,211.33608643316708,1.2910395971166013,2.0317900360334296,Low
11,25,17,130.25224016495437,0.5488586650773559,206.9345408452133,0.49649932399096686,0.21272769831460595,Low
5,13,21,156.3878831098191,0.2876327290436782,278.3821125887818,2.1198123869826535,0.6264595468242313,Low
10,10,11,915.7937080099698,0.3067765995221412,339.43273842759606,1.6060433041849702,4.168286232017973,Moderate
7,25,22,225.32083400583565,0.3529585034523566,238.6870685912965,1.905970040124963,0.6905194403531965,Low
10,18,11,579.1786140476954,0.6212924490496101,328.3008962512504,0.5894609008686335,1.2708993305553762,Low
9,8,12,469.9860423406359,0.3340499656687692,251.9656275880599,0.6352375861572586,1.3978605599465777,Low
12,8,12,412.6089936329584,0.7326990505902804,377.2172217627033,0.1244919765297191,0.7020251866446202,Low
7,7,18,909.8500111185452,0.4045273855738697,379.1379888533233,0.9662026055871892,3.7543427181309457,Moderate
9,8,18,119.64105709794055,0.06835320030995862,259.4574408562653,1.6792339840010249,0.5629382738378454,Low
8,14,22,697.4107175580302,0.7837598424841072,245.9987507926481,2.5738047419919865,0.7774515423600665,Low
12,19,13,967.0549907921953,0.285758324592706,282.26079441324623,2.0007823423760422,3.899466790560809,Moderate
2,6,3,604.1513651156578,0.43276687959926263,248.10631703602974,1.3061889701992544,1.602175748752717,Low
1,1,12,943.1402158297826,0.6854438832219015,334.4767686583407,2.8593603431824133,2.1267109797180126,Low
7,23,7,147.0320913574214,0.332456157148712,365.2129369096571,2.1577356017274956,0.7263392717346664,Low
7,15,22,476.91398716674524,0.056585656146715624,334.6184261822434,2.79049560858765,3.209434447548799,Moderate
8,1,20,334.14201186584603,0.3739210470128136,364.8700894498699,1.5827639198164971,1.4735314339771024,Low
5,25,22,757.7388684826568,0.9444485826943034,279.39843244149483,0.7767128243794188,0.2112388204223317,Low
3,17,18,983.167381447522,0.6417343972985582,231.26339414177218,0.15848005909416596,1.3791673020403135,Low
12,1,11,330.877056199823,0.6714791486672069,347.5901894795185,2.1782545544515513,0.7668861602322607,Low
8,15,17,688.757141326667,0.6322821536376398,272.0949010283108,0.36390899401660237,1.1903469580155155,Low
6,23,5,278.28786948376614,0.1989921389594368,334.25416504582654,0.9083253848159015,1.3546113664696962,Low
11,2,17,608.7972291144489,0.41833386410228013,254.12878839635312,1.5974127236516922,1.7394428956692087,Low
3,14,18,517.5392380195026,0.7509397983633183,216.24592696133453,1.6932497633392432,0.5432247258007438,Low
1,21,21,974.8047966683833,0.10137289755315915,398.5163590975527,1.801749590961408,6.866548142187906,High
3,8,4,647.6745454268199,0.27785277608971226,231.24030158611987,0.4987659910491019,1.8924878829732317,Low
5,8,23,414.5557348781369,0.2763191084658536,397.6841987926962,1.1392122144649464,2.214989112330514,Low
3,19,8,202.68620639914002,0.432018927594506,395.4559865132894,1.8515826813509002,0.8992517927207183,Low
1,7,2,236.1221458614411,0.9803687409421851,358.7636207816079,2.9094565939013544,0.03578079495290782,Low
5,19,9,302.7852369561116,0.06750254668382194,331.8845924163995,2.182893413099066,1.9026926295454263,Low
10,6,18,325.8699952062682,0.518700994380595,315.5614100502169,2.7678112712818734,1.0531941320190967,Low
7,6,2,865.554452057024,0.17936468201221045,373.22030907556695,2.2866361749425312,5.428647153309561,Moderate
7,3,21,605.1005094542725,0.9706765454097441,257.8879043238976,1.7751509066772013,0.08980258866862076,Low
11,7,14,571.0518202369299,0.1133035047274642,293.53624249697543,0.5760701074090336,2.6199036102548496,Low
9,19,0,203.29198468229572,0.40360100236159124,323.8779938733004,2.000056955677539,0.7853634000327419,Low
10,8,6,874.1257240144914,0.7378849848346062,282.2380951738982,1.8701386978797212,1.2793399934900418,Low
10,10,11,750.5328728876353,0.7045544280274453,285.4972908180536,1.8074075113717993,1.245811964975951,Low
12,20,16,160.9015257100014,0.42272863689393225,266.0569335004169,1.4693576039647223,0.4723920723831162,Low
3,15,20,737.0515875067919,0.34652416795271823,312.8463633369072,1.5859698119678267,2.9096427531617755,Extreme
7,15,23,589.1843956083815,0.39761237855287057,370.1149056030232,1.0033275813543123,2.408999129142914,Low
1,1,19,173.55281117210043,0.2642762631586393,240.30567560126258,1.5579380779269094,0.5910708775545801,Low
4,20,4,512.4705773757908,0.2053329387067998,386.8866077506883,0.5926677170354347,2.7815824882441005,Low
4,7,3,536.2266584170422,0.48303969755889,337.8175307496459,2.4155231920811304,1.937766993141392,Low
5,27,11,249.19708614694818,0.2685337560676073,364.654642536006,0.5573308640961234,1.1695583067623783,Low
7,4,19,951.1283323002541,0.2874616648972501,311.23813852600233,0.25489886966839925,3.6051247217070244,Moderate
7,6,23,864.9778343325958,0.6567560634745571,355.90334028481266,1.308738079071472,1.991603183260935,Low
11,25,17,702.1201035961975,0.9685373316998922,203.24007946789345,1.9749223185181854,0.08960614019981007,Low
4,1,16,516.0660049005464,0.6036372005593751,363.6760849559071,1.313150474800624,1.4026366902347573,Low
7,5,18,470.58898742605766,0.07697946706496628,208.0277718170733,0.8302623958539258,1.6310308207399,Low
11,27,8,685.8761204358588,0.07558361385406698,377.98267527257246,1.674513551671322,4.663078811358218,Moderate
3,23,3,590.888682466215,0.951423220845566,398.3925494477287,1.0410070062365997,0.21042775926855167,Low
6,1,20,156.04579529369704,0.29729079030733363,258.81349243535556,2.798603070379899,0.6053770454450718,Low
12,4,1,561.2523838932985,0.09206698608247543,242.06371125715873,2.7679354188107164,2.6248900771853383,Low
2,22,3,825.7632555095555,0.5990445871503816,353.07267277160815,1.5071154599162864,2.2419760051702378,Low
10,2,1,513.3158898372623,0.6236487782902661,250.60526818405066,0.9836519820547756,0.88626530511054,Low
9,10,14,146.76091979884157,0.6485048201186882,373.11247663444067,2.2113972418699173,0.39172715595418217,Low
5,5,1,807.6503794456298,0.2674020278575413,220.56851843149533,0.11013883044919992,2.19906723867997,Low
6,27,3,281.22740392237694,0.015110684214475034,225.19103927587165,1.4243070181309538,1.1876125674466855,Low
12,10,5,332.75875139923494,0.9650153694544719,395.8303110201231,1.0089701828110007,0.08454954418581825,Low
12,1,6,248.2357180890663,0.2508930456911025,334.76777965400095,2.761607655307664,1.3240545867972706,Low
12,22,9,397.1935583843478,0.6760262880525475,369.37744488579057,0.03600908181804763,0.795045779570309,Low
12,6,18,781.0763551197715,0.7066298698787096,264.8658754703036,1.6584446271550473,1.1793012451321703,Low
4,13,18,567.4472735535436,0.6100074170794857,335.2967499041209,2.221990743199878,1.5114782599266074,Low
11,15,21,284.39314673564127,0.3129073942136482,318.8483654617194,1.4550539625721237,1.1895001071044715,Low
10,4,11,890.0470703368368,0.27109625376406576,320.6300240245894,0.256209090488165,3.5556823881660344,Moderate
7,13,2,891.6236694563763,0.5976682827027031,336.5064919075443,2.9173841700837064,2.5988584904704504,Low
12,24,12,883.5205825414063,0.8660956336116915,315.07183462581975,1.5540312941282939,0.7177997141601355,Low
9,20,17,314.9165902433854,0.9467337289233956,285.8124738605332,1.842558732957034,0.09462879531822674,Low
7,24,7,506.11540976288927,0.10590580440375763,255.18453887610937,0.709829348122522,2.0611922184342855,Low
1,15,20,986.4906905267876,0.15482861259771985,353.7162661826404,1.4504942553204114,5.6281516625828845,Moderate
1,8,14,794.8112286789914,0.9447362587830797,245.25448600063726,1.2874484758749656,0.2026589399222495,Low
9,5,0,124.45067910300384,0.7365352283347926,338.47086123088286,0.2246875260059512,0.1891210648733338,Low
11,15,2,158.68413213444285,0.8829938248297731,246.66656452986533,0.31848106064240167,0.0787620642705595,Low
9,4,7,517.5382391310995,0.20263263413534316,325.0660339908908,2.5124175588563236,2.797450897638484,Low
4,12,3,918.2981852754042,0.5875858711094019,349.4156534258058,0.7194598566197707,2.3641839804184057,Low
9,13,15,584.8316181574428,0.7011395944174736,243.74277778130784,0.5848748144958916,0.7515631145686494,Low
3,2,22,548.0312572308612,0.6801118854469727,211.98866017226166,1.5147343537504177,0.7132121554713236,Low
7,27,9,194.9263299609675,0.4081516908666981,226.19474859883482,2.3062413940875386,0.5352265082223844,Low
6,19,11,691.1020942518646,0.015394891691308477,321.1993934542051,0.18583955573696376,3.710432973778393,Moderate
8,19,13,839.892844540203,0.5829260568042631,369.8892812451471,1.7304237589147675,2.5332096662007424,Low
11,4,13,442.3780067568061,0.25310153917960876,208.99936424708488,0.3576313285217201,1.1920905773233306,Low
9,4,1,798.0506658327947,0.45025424614289034,346.83025180832925,0.10938315247685537,2.5637916316742477,Low
5,26,22,968.0289885107304,0.9575810150838173,268.2637291900104,0.15823185648665217,0.1864994102407909,Low
1,11,4,283.3898132149202,0.3990353176424347,295.7056739839045,2.502492324625324,1.0493930631327928,Low
3,27,4,570.9966680752672,0.8398016066644267,385.77190996911315,0.3539174508841847,0.6089417895182929,Low
10,5,5,358.424162276118,0.18854060574925113,266.3943009471691,0.13545409323687585,1.3088231301263447,Low
12,20,12,813.5689771304554,0.6724604980250288,293.0673867878972,1.3136996614287368,1.4725801810820145,Low
8,11,8,619.8340292930418,0.9770069544389435,202.7364829521362,2.5319804158260744,0.060349306078579516,Low
11,10,21,671.1241757952733,0.10189310087293679,216.31974400096766,0.7872251294679058,2.34415091945168,Low
6,8,14,818.1227436543047,0.008319942227192012,251.7183182269568,1.265137852577749,3.8343356519920397,Moderate
8,6,13,456.37342539620937,0.43358279263261434,205.5704481642149,0.11976759769125367,0.896265660630926,Low
9,6,23,923.5810615663389,0.0926254830513672,326.27506520965017,1.3472355424046276,5.171116258478083,Moderate
4,8,6,579.725980521526,0.7483843496762314,285.2796713603245,1.732839241911401,0.8137352126692527,Low
1,23,19,242.15934055181322,0.9145486638485589,309.6290405456044,1.7127211612564344,0.12507437005429867,Low
1,15,1,726.3092063519222,0.43402097270875883,234.9294371792659,0.9972800765230955,1.7700818996164944,Low
10,26,6,813.935215394429,0.25871164215544096,259.18640588732325,0.9465995419894065,2.853101473161086,Low
4,14,5,385.085509360774,0.4344033190066098,332.764894970545,0.31987085680979366,1.2465926018985578,Low
12,11,16,871.4613312988777,0.723447817850001,393.06054472607997,1.1003949619388051,1.752555757173885,Low
7,12,1,915.5289292891898,0.009054161580370979,210.08335472044183,0.29848400661889396,3.271415314087437,Moderate
2,26,2,349.21403864002804,0.5894539894846972,378.0768641710532,2.299787834136155,1.1111687077049506,Low
3,13,4,985.1693254436999,0.6132916848873791,315.3762402622417,2.8988228932445574,2.582986833110063,Low
1,8,4,226.64037524388257,0.6376882468959355,312.78391335112474,2.9102233700001205,0.5526454744342644,Low
5,18,0,281.814101562241,0.2420220799808772,300.05570704155207,2.5952132981261817,1.3454744131303147,Low
1,25,7,265.8023553142235,0.7140527233781268,213.87881718083668,1.8023764480188573,0.3197648891939795,Low
8,1,11,904.5907390070834,0.0913914863317764,217.97537034723214,2.10259709173164,3.6137964614598124,Moderate
1,15,23,688.8632970924657,0.1992703364668008,320.1824011318172,0.8556174080412422,3.195359299283545,Moderate
11,8,3,236.8938549000456,0.8774700466544819,268.19171428711167,1.8923112605178618,0.15429662860456117,Low
1,28,12,496.2910765315141,0.7387231507265664,383.45361331553613,1.3669486483196325,0.9419825961717719,Low
2,11,22,653.7682225628218,0.013745554011345251,281.31810747189445,1.4460520193307975,3.4603094056661337,Moderate
2,12,14,175.11767649044498,0.2483762603698002,228.65629174052822,2.2733296811254737,0.6156370956704785,Low
12,12,10,894.1747315666048,0.21440648299316456,342.9437667004072,0.8457550667917549,4.354634805400218,Moderate
6,4,9,823.2431818973816,0.2708063280369726,258.670684288202,0.9541188350835597,2.8349437312959695,Low
7,16,2,554.6860962189744,0.2475597702798864,305.09406147117863,2.77392537338591,2.7109790780698253,Low
5,4,21,970.4139537332534,0.06252629574284574,339.566557101034,0.16867288455291674,5.235450589003742,Moderate
1,5,13,475.98488134758975,0.45894051659682034,380.0528222404141,1.4569028952400211,1.8689518628171413,Low
1,24,15,985.699287132848,0.7327334747861651,358.4382389603352,2.7384024012235852,2.0047815567364586,Low
3,5,9,701.1279989232644,0.6067317247174364,335.2722135745448,1.831089023454471,1.822876548914096,Low
2,8,9,671.2041459285473,0.6728716685980798,335.92663647902873,1.6392212226363962,1.4308361456456398,Low
5,10,11,249.3594057662065,0.08114917853623915,389.1849288064173,0.7492325376880656,1.5975445714305083,Low
12,17,8,893.7349824741796,0.9514907101767872,259.1648194993072,1.0298264671933448,0.20655092817863663,Low
10,28,0,484.7407191285536,0.8384918338430248,200.2224188392375,2.556145247414079,0.32803620047163684,Low
6,26,4,246.0100652042314,0.8050903184956627,254.39091187963973,1.6776543953053744,0.23740630440141156,Low
7,9,19,111.34676797818314,0.8229838050417675,243.5782759253488,1.5442265812703395,0.09237251337456233,Low
4,22,7,603.7801152745443,0.9327105081327614,332.3669170227996,0.2987391406200868,0.2317803695516099,Low
7,19,10,574.6596599104087,0.5442539661136977,326.74231995310583,0.048084469365369364,1.4330819455925947,Low
11,14,11,747.4182601322427,0.2002820178676259,318.69227654094476,2.8910555660611474,4.09269455718443,Moderate
8,8,0,901.2322477160219,0.6167836078525412,203.24868864189074,1.1309585018605248,1.3022365076781752,Low
11,9,21,171.46592617872656,0.742881493667939,345.7556108901295,1.8096391862985128,0.3000307594881225,Low
1,22,19,758.3468413063262,0.7379173933540254,264.7060824970983,0.23914521956185497,0.8978058991126896,Low
6,11,10,268.670749687824,0.5214490241668801,333.01119780132626,2.0493428571691394,0.8598437570388345,Low
8,23,4,872.3593478414476,0.06845871933357806,311.31568570043066,2.7977001261178827,5.396090276273729,Moderate
5,1,14,837.1571624754905,0.3711129384301278,268.54618508558144,1.7269957589922589,2.763338972473608,Low
4,14,4,586.71437948699,0.9207666084633573,226.91525342082156,0.3783459671262317,0.18246331563817444,Low
2,5,11,739.2185187609804,0.584448909757426,218.88377953209618,1.74516458242043,1.3161903426985522,Low
6,21,4,382.9151018653736,0.5383319432557134,366.3036666224447,2.299041639313957,1.327374922945893,Low
6,26,16,524.0511090395332,0.2688535143821935,383.6795084163116,1.219249609722056,2.748901677426705,Low
11,14,16,839.4732079394245,0.3684489199165789,329.9576093528599,2.6395132438244033,3.685127933620145,Moderate
1,4,23,513.3386774558926,0.8953460891531693,220.68682297209668,1.9460488600720933,0.23605265446735701,Low
9,22,11,422.0184387928976,0.6664630475268357,280.4054433776481,2.6977467548676075,0.8352899070477194,Low
12,23,23,544.7912025252699,0.7873870267523329,345.78784002103146,1.8705159337420116,0.7924062793152755,Low
11,25,14,845.4243271934965,0.45434542306765513,355.96417680201364,0.3938639160144727,2.844622317903602,Low
6,1,14,401.68724263378544,0.6302472194561579,223.64372445821772,0.9290751333155673,0.6050459593559957,Low
3,22,5,256.3854338221694,0.24838360874320753,200.0061437690765,0.6053848447573708,0.6812525001569425,Low
4,23,11,740.8126182977027,0.7054608302834863,342.427409176121,2.726479493150587,1.5848091900912902,Low
12,19,19,843.3803914372736,0.4276013337033373,271.31923519724114,2.2812002018624478,2.6809718720301583,Low
11,8,17,190.57373067118,0.4425455148147456,250.89626632365204,2.0291951067300182,0.5343821794966714,Low
4,15,13,315.8867014803502,0.6493223245768817,202.5794939579051,0.902898958894865,0.4077797740058356,Low
3,21,1,227.7747907848945,0.9362806214689267,308.05988135229995,0.5521343161506406,0.07863237474951025,Low
10,15,8,413.14727042395,0.06400634660862092,370.23014708519634,2.2693532639667353,2.9276556377241585,Extreme
3,9,4,505.31588101487137,0.8247432373470076,391.5263292545176,1.422473837637239,0.6600967991925878,Low
3,21,19,773.9437032669758,0.2923831104121931,313.14899012265784,0.6773686564518874,3.051908890432698,Moderate
4,9,0,686.0328263935068,0.4439194545063778,302.8922655479788,1.8498659344958253,2.2820910550054294,Low
7,10,22,658.8357107305881,0.021913328775008956,217.01127709784822,0.12100155641535593,2.358897204840038,Low
4,20,2,417.137451948689,0.30104607783431303,309.77456030851994,0.9785107623847605,1.652592056906481,Low
